lat&lon,name_of_business,distance_on_4sq,address
48.88667484973018_2.3613611608743668,Les Délices d'Amour,815,3 avenue Jean Jaurès 75019
48.88667484973018_2.3613611608743668,Le Petit Carillon,910,167 quai de Valmy
48.88667484973018_2.3613611608743668,Boulangerie Patisserie,236,19 rue marx Dormoy
48.88667484973018_2.3613611608743668,Paris Nord Café,857,17 rue de Dunkerque
48.88667484973018_2.3613611608743668,Burger King,921,25 rue de Dunkerque
48.88667484973018_2.3613611608743668,Le Capucin,262,2 rue Marx Dormoy
48.88667484973018_2.3613611608743668,La rotonde,334,230 rue du Faubourg Saint Denis
48.88667484973018_2.3613611608743668,Le Petit Tibet,336,"5 ter, rue d'Aubervilliers"
48.88667484973018_2.3613611608743668,Nord Nord,372,80 rue Riquet
48.88667484973018_2.3613611608743668,Les Cognées,373,5 rue Stephenson
48.88667484973018_2.3613611608743668,Les Mah-Boules,386,14 Rue de Jessaint
48.88667484973018_2.3613611608743668,Subway,947,7 boulevard Denain
48.85218705621_2.3890301585197,Fulgurances l'Adresse,106,10 rue Alexandre Dumas
48.85218705621_2.3890301585197,Bistrot Paul Bert,301,"18 rue Paul Bert, 11e"
48.85218705621_2.3890301585197,Café Titon,217,"34 rue Titon, 11e"
48.85218705621_2.3890301585197,Clamato,628,"80 rue de Charonne, Paris"
48.85218705621_2.3890301585197,Septime,621,"80 rue de Charonne, 11e"
48.85218705621_2.3890301585197,Louie Louie,647,78 rue de Charonne
48.85218705621_2.3890301585197,Yoshi,158,193 boulevard Voltaire
48.85218705621_2.3890301585197,L'Églantine,743,21 rue Fabre d'Eglantine
48.85218705621_2.3890301585197,East Mamma,834,133 rue du Faubourg Saint-Antoine
48.85218705621_2.3890301585197,Chez Aline,931,"85 rue de la Roquette, 11e"
48.85218705621_2.3890301585197,Le Baron Rouge,901,1 rue Théophile Roussel
48.85218705621_2.3890301585197,Arkose Nation,979,35 rue des Grands Champs
48.85218705621_2.3890301585197,Blé Sucré,913,7 rue Antoine Vollon 75012
48.85218705621_2.3890301585197,Fréquence,1007,20 rue Keller
48.85218705621_2.3890301585197,Gusto,977,"134 bis, rue de Charenton"
48.85218705621_2.3890301585197,COMETS · Café & disques,385,38 rue Léon Frot
48.85218705621_2.3890301585197,Waly-Fay,569,6 rue Godefroy Cavaignac 11E
48.85218705621_2.3890301585197,Le Pure Café,438,"14 rue Jean Macé, 11e"
48.85218705621_2.3890301585197,Le Chalet Savoyard,784,"58 rue de Charonne, 11e"
48.85218705621_2.3890301585197,L'Abribus,921,56 rue de Bagnolet
48.85218705621_2.3890301585197,Barracuda,950,10 place du Colonel Bourgoin
48.85218705621_2.3890301585197,Le Chat Bossu,797,126 rue du Faubourg Saint Antoine
48.85218705621_2.3890301585197,Kaf Kaf,946,7 rue Keller
48.85218705621_2.3890301585197,Les Cuves de Fauve,727,64 rue de Charonne
48.85218705621_2.3890301585197,Yard,674,"6 rue de mont Louis, 11e"
48.85218705621_2.3890301585197,Les Blouses Blanches,489,186 rue du Faubourg Saint-Antoine
48.85218705621_2.3890301585197,Restaurant Rayan,810,11 rue Chaligny
48.85218705621_2.3890301585197,Passager,890,107 avenue Ledru Rollin
48.85218705621_2.3890301585197,Royal VI Nation,536,7 place de la Nation
48.85218705621_2.3890301585197,Chez Prosper,783,7 avenue du Trône
48.85218705621_2.3890301585197,Jones,810,43 rue Godefroy Cavaignac
48.85218705621_2.3890301585197,Il Capriccio,592,116 boulevard de Charonne 75020
48.85218705621_2.3890301585197,Badaboum,986,2 bis rue des Taillandiers
48.85218705621_2.3890301585197,Pause Café,898,"41 rue de Charonne, 11e"
48.85218705621_2.3890301585197,Patricks le Ballon Vert,264,33 rue de Montreuil
48.85218705621_2.3890301585197,A la Renaissance,917,"87 rue de la Roquette, 11e"
48.85218705621_2.3890301585197,Le Terminus Nation,855,1 cours de Vincennes
48.85218705621_2.3890301585197,Subway,836,85 rue de Reuilly
48.85218705621_2.3890301585197,Caffe Shop,87,215 Bis boulevard Voltaire
48.85218705621_2.3890301585197,Laïa,92,226 boulevard Voltaire
48.85218705621_2.3890301585197,Boulangerie Poncet,109,195 boulevard Voltaire
48.85218705621_2.3890301585197,Le Triomphe,654,6 place de la Nation
48.85218705621_2.3890301585197,MK2 Nation,529,133 boulevard Diderot
48.85218705621_2.3890301585197,Bonjour Madame,249,40 rue de Montreuil
48.85218705621_2.3890301585197,Dame Nation,297,2 rue Guenot
48.85218705621_2.3890301585197,Les Ogres,353,253 boulevard Voltaire
48.85218705621_2.3890301585197,On Partage,356,137 Bis rue de Charonne
48.85218705621_2.3890301585197,Le Canon de la Nation,539,2 place de la Nation
48.85218705621_2.3890301585197,Irish Corner,788,26 place de la Nation
48.85218705621_2.3890301585197,Bar des Boulets,622,25 rue de Belfort
48.894155633419_2.3143893107772,Le 975,630,25 rue Guy Môquet
48.894155633419_2.3143893107772,L'Ebeniste du Vin,924,72 rue Boursault
48.894155633419_2.3143893107772,Octopussy Bar,780,22 rue de la Jonquière
48.894155633419_2.3143893107772,Yansai,640,47 rue des Moines
48.894155633419_2.3143893107772,Burger King,56,187 avenue de Clichy
48.894155633419_2.3143893107772,Café Dose Paris Batignolles,825,82 place du Docteur Félix Lobligeois
48.894155633419_2.3143893107772,L'Etabli,995,2 rue Lamandé
48.894155633419_2.3143893107772,Chez Irène et Bernard,570,58 rue Gauthey
48.894155633419_2.3143893107772,Restaurant Seç,887,18 rue Jouffroy d'Abbans
48.894155633419_2.3143893107772,Scoop Me a Cookie,914,72 rue Legendre
48.894155633419_2.3143893107772,Melt,830,83 rue Legendre
48.894155633419_2.3143893107772,Comme Chez Maman,783,5 rue des Moines
48.894155633419_2.3143893107772,Le Progrès,983,62 rue Legendre
48.894155633419_2.3143893107772,Polette,879,115 boulevard Victor Hugo
48.894155633419_2.3143893107772,Les Puces des Batignolles,837,110 rue Legendre
48.894155633419_2.3143893107772,Le Tout Petit,869,73 place du Docteur Felix Lobligeois 75017
48.894155633419_2.3143893107772,Damiani Philippe,628,125 avenue de Clichy
48.894155633419_2.3143893107772,La Gioconda,697,18 place Charles Fillion
48.894155633419_2.3143893107772,La Rucola,929,198 boulevard Malesherbes
48.894155633419_2.3143893107772,Le Bloc,628,21 rue Brochant
48.894155633419_2.3143893107772,Le Comptoir Brochant,573,47 rue Brochant 75017
48.894155633419_2.3143893107772,Pret A Manger,509,39 rue Mstislav Rostropovitch
48.894155633419_2.3143893107772,Cafune,931,61 rue des Batignolles
48.894155633419_2.3143893107772,Le Bistro 21,718,21 boulevard Pereire
48.894155633419_2.3143893107772,L'Endroit,895,2 1 67 place Docteur Félix Lobligeois
48.894155633419_2.3143893107772,Chez Christophe,609,148 rue Cardinet
48.894155633419_2.3143893107772,Le P'Tit Musset,828,132 rue Cardinet
48.894155633419_2.3143893107772,Café Dad,699,3 rue Marie Georges Picquart
48.894155633419_2.3143893107772,Les Deux Coupoles,9,192 a avenue de Clichy
48.894155633419_2.3143893107772,Hoba,241,44 rue Bernard Buffet
48.894155633419_2.3143893107772,Quebecium,286,4 rue Bernard Buffet
48.894155633419_2.3143893107772,Doddy's Coffee,378,80 rue Mstislav Rostropovitch
48.894155633419_2.3143893107772,Blue Monkey,411,92 rue Mstislav Rostropovitch
48.894155633419_2.3143893107772,Au Bon Coin,930,52 rue Lermercier
48.894155633419_2.3143893107772,La Doyenne,573,27 rue de Sauffroy
48.894155633419_2.3143893107772,Onigiri Ya,616,24 ter rue Brochant
48.894155633419_2.3143893107772,Le Truffaut,627,89 rue Truffaut
48.894155633419_2.3143893107772,Tropicalia,632,114 Bis rue des Moines
48.894155633419_2.3143893107772,Chez Francois,641,21 rue de Paris
48.894155633419_2.3143893107772,Chez Sam,699,118 avenue de Clichy
48.894155633419_2.3143893107772,Iguana Batignolles,704,rue Mère Térésa
48.894155633419_2.3143893107772,Restaurant Diren,711,115 avenue de Clichy
48.894155633419_2.3143893107772,Comptoir Saudade,746,"27 bis, rue de la Jonquière"
48.894155633419_2.3143893107772,Oya,792,80 rue Lemercier
48.894155633419_2.3143893107772,Les Amateurs,799,143 rue Cardinet
48.894155633419_2.3143893107772,Privé de dessert Batignolles,816,124 rue Legendre
48.894155633419_2.3143893107772,Le Sancerre,816,10 rue Jouffroy d'Abbans
48.894155633419_2.3143893107772,Le Cabanon,856,75 Place du Docteur Félix Lobligeois
48.894155633419_2.3143893107772,Bibimbaps,863,32 boulevard Pereire
48.894155633419_2.3143893107772,Mezzo Di Pasta,863,47 boulevard du Général Leclerc
48.849268481958_2.3704585433006,Supersonic,123,12 rue Biscornet
48.849268481958_2.3704585433006,Dersou,391,"21 rue St-Nicolas, 12e"
48.849268481958_2.3704585433006,Opéra Bastille,341,120 rue de Lyon
48.849268481958_2.3704585433006,Chez Papa,191,40 boulevard de la Bastille
48.849268481958_2.3704585433006,Blé Sucré,483,7 rue Antoine Vollon 75012
48.849268481958_2.3704585433006,Café de la Danse,568,5 passage Louis-Philippe 11e
48.849268481958_2.3704585433006,Le temps des cerises,585,31 rue de la Cerisaie
48.849268481958_2.3704585433006,Pavillon de l'Arsenal,613,"21 boulevard Morland, 4e"
48.849268481958_2.3704585433006,Le Café Alain Ducasse Avec 1895 By Lavazza,684,12 rue Saint Sabin
48.849268481958_2.3704585433006,Le Train Bleu,523,1 place Louis Armand
48.849268481958_2.3704585433006,Gusto,797,"134 bis, rue de Charenton"
48.849268481958_2.3704585433006,Café des Anges,749,"66 rue de la Roquette, 11e"
48.849268481958_2.3704585433006,Bofinger,545,5-7 rue de la Bastille
48.849268481958_2.3704585433006,Clamato,898,"80 rue de Charonne, Paris"
48.849268481958_2.3704585433006,Frog Revolution,526,9 rue de la Bastille
48.849268481958_2.3704585433006,Pret A Manger,515,place Louis Armand
48.849268481958_2.3704585433006,Septime,907,"80 rue de Charonne, 11e"
48.849268481958_2.3704585433006,Galerie de Paléontologie et d'Anatomie Comparée (Galerie de Paléontologie et d'Anatomie comparée),850,"2 rue Buffon, 5e"
48.849268481958_2.3704585433006,Chez Paul,494,"13 rue de Charonne, 11e"
48.849268481958_2.3704585433006,Chez Mademoiselle,957,16 rue Charlemagne
48.849268481958_2.3704585433006,Kaf Kaf,679,7 rue Keller
48.849268481958_2.3704585433006,Pâtisserie Carette Vosges,862,25 place des Vosges
48.849268481958_2.3704585433006,Le Chat Bossu,598,126 rue du Faubourg Saint Antoine
48.849268481958_2.3704585433006,Le Chalet Savoyard,730,"58 rue de Charonne, 11e"
48.849268481958_2.3704585433006,Le Petit Marché,940,9 rue de Béarn
48.849268481958_2.3704585433006,Le Social Bar,908,25 rue Villiot
48.849268481958_2.3704585433006,Popelini,936,35 rue de Turenne
48.849268481958_2.3704585433006,Institut du Monde Arabe,1001,"1 rue des Fossés-Saint-Bernard, place Mohammed-V"
48.849268481958_2.3704585433006,BACK IN BLACK by KB Coffee Roasters,778,25 rue Amelot
48.849268481958_2.3704585433006,Maison Landemaine,753,28 boulevard Beaumarchais
48.849268481958_2.3704585433006,Maison de Victor Hugo,737,6 place des Vosges
48.849268481958_2.3704585433006,Ten Belles Bread,958,17-19 bis rue Bréguet
48.849268481958_2.3704585433006,Bistrot des Vosges,732,31 boulevard de Beaumarchais
48.849268481958_2.3704585433006,L'Arrosoir,666,73 75 avenue Daumesnil
48.849268481958_2.3704585433006,Café de l'Industrie,716,16 rue Saint-Sabin
48.849268481958_2.3704585433006,Passager,598,107 avenue Ledru Rollin
48.849268481958_2.3704585433006,Badaboum,605,2 bis rue des Taillandiers
48.849268481958_2.3704585433006,Les Cuves de Fauve,780,64 rue de Charonne
48.849268481958_2.3704585433006,Alma the Chimney Cake Factory,893,59 boulevard Beaumarchais
48.849268481958_2.3704585433006,Restaurant aux Cadrans du P.L.M.,412,21 Quinquies boulevard Diderot
48.849268481958_2.3704585433006,Land & Monkeys,802,rue Saint-Antoine
48.849268481958_2.3704585433006,The Brooklyn Pizzeria,752,33 boulevard Beaumarchais
48.849268481958_2.3704585433006,L'Ange 20,771,44 rue des Tournelles
48.849268481958_2.3704585433006,Caves Saint Gilles,965,4 rue Saint-Gilles
48.849268481958_2.3704585433006,Café Hugo,798,22 place des Vosges
48.849268481958_2.3704585433006,Café Oz Rooftop,964,"34 quai d'Austerlitz, 13e"
48.849268481958_2.3704585433006,La Parisienne,499,22 boulevard Diderot
48.849268481958_2.3704585433006,Le Sully,640,6 boulevard Henri IV
48.849268481958_2.3704585433006,Brasserie Rosie,377,53 rue du Faubourg Saint-Antoine
48.849268481958_2.3704585433006,Café Terminus Lyon,397,19 boulevard Diderot
48.87877224251047_2.270772233605385,Jardin d'Acclimatation,484,45 avenue du Mahatma Gandhi
48.87877224251047_2.270772233605385,Café de la Porte des Sablons,162,16 rue Jacques Dulud
48.87877224251047_2.270772233605385,Louis Vuitton Foundation (Fondation Louis Vuitton),582,8 avenue du Mahatma Gandhi
48.87877224251047_2.270772233605385,Le Petit Pavillon du Jardin,180,Jardin d'Acclimatation
48.87877224251047_2.270772233605385,Auberge Dab,934,161 avenue de Malakoff
48.87877224251047_2.270772233605385,Big Fernand,760,142 avenue Charles de Gaulle
48.87877224251047_2.270772233605385,Gustave,659,1 place Parmentier 21 Bis rue Sablonville
48.87877224251047_2.270772233605385,Le Sébillon,635,20 avenue Charles de Gaulle
48.87877224251047_2.270772233605385,Focly,269,79 avenue Charles de Gaulle
48.87877224251047_2.270772233605385,Chez Thai,889,4 rue de l'Eglise
48.87877224251047_2.270772233605385,Palais Maillot,837,2 place de la Porte Maillot boulevard Pershing
48.87877224251047_2.270772233605385,Le Village à Neuilly,828,175 avenue Charles de Gaulle
48.87877224251047_2.270772233605385,Théâtre des Sablons,608,70 avenue du Roule
48.87877224251047_2.270772233605385,Le Chalet,590,14 rue Commdt Pilot
48.87877224251047_2.270772233605385,Table des Oliviers,894,4 rue de l'Église
48.87877224251047_2.270772233605385,Le Bistrot du Parc,798,15 boulevard Jean Mermoz
48.87877224251047_2.270772233605385,Fuxia,1001,99 boulevard Gouvion-Saint-Cyr
48.87877224251047_2.270772233605385,Starbucks,918,2 place de la Porte Maillot
48.87877224251047_2.270772233605385,Il Cottage,978,1 boulevard Lannes
48.87877224251047_2.270772233605385,Beans on Fire,563,8 avenue du Mahatma Gandhi
48.87877224251047_2.270772233605385,Le Frank,577,8 avenue du Mahatma Gandhi
48.87877224251047_2.270772233605385,Durand Dupont Drugstore,392,14 place du Marché
48.87877224251047_2.270772233605385,Burger King,256,107 avenue Charles de Gaulle
48.87877224251047_2.270772233605385,Sequoia Café,257,95 avenue Charles de Gaulle
48.87877224251047_2.270772233605385,Petit Train du Jardin d'Acclimatation,162,route de la Porte des Sablons à la Porte Maillot
48.87877224251047_2.270772233605385,Cantine M6,228,89 avenue Charles de Gaulle
48.87877224251047_2.270772233605385,Speed Rockets,295,Jardin d'Acclimatation
48.87877224251047_2.270772233605385,La Rivière Enchantée,311,Carrefour des Sablons
48.87877224251047_2.270772233605385,Les Trampolines,373,Jardin d'Acclimatation
48.87877224251047_2.270772233605385,Institut Europeen des Affaires,414,53 Bis avenue Charles de Gaulle
48.87877224251047_2.270772233605385,Chateau de Courcelles,428,127 avenue Charles de Gaulle
48.87877224251047_2.270772233605385,Les As du Volant,429,Jardin d'Acclimatation
48.87877224251047_2.270772233605385,Sushi Shop Neuilly Pont,445,146 avenue Charles de Gaulle
48.87877224251047_2.270772233605385,Michel Cluizel,475,10 rue Madeleine Michelis
48.87877224251047_2.270772233605385,Infinito,572,7 rue Montrosier
48.87877224251047_2.270772233605385,La Table de Jules Gouffé,599,Jardin d'Acclimatation
48.87877224251047_2.270772233605385,Le Winston,537,91 avenue du Roule
48.87877224251047_2.270772233605385,Boulangerie du Parc,678,33 rue Madeleine Michelis
48.87877224251047_2.270772233605385,La Rivière des Chèvres,684,Jardin d'Acclimatation
48.87877224251047_2.270772233605385,A la Coupole,705,3 rue de Chartres
48.87877224251047_2.270772233605385,Bottega di Puglia,715,28 rue Montrosier
48.87877224251047_2.270772233605385,Théâtre le Village,739,4 rue de Chézy
48.87877224251047_2.270772233605385,Cinéma le Village,773,4 rue de Chézy
48.87877224251047_2.270772233605385,Pavillon Dauphine,788,2 place du Maréchal de Lattre de Tassigny
48.87877224251047_2.270772233605385,Le Manoir des Pavillons des Etangs,839,50 route de l'Étoile
48.87877224251047_2.270772233605385,Daikichi II,891,183 avenue Achille Peretti
48.87877224251047_2.270772233605385,Palais des congrès de Paris (Palais des Congrès de Paris),904,2 place de la Porte Maillot
48.87877224251047_2.270772233605385,Grand Amphitheatre du Palais des Congrès de Paris,920,Palais des Congrès
48.87877224251047_2.270772233605385,Cercle 35,923,rue de Chézy
48.87877224251047_2.270772233605385,Club Photo de Dauphine,938,Université Paris Dauphine
48.83920384329242_2.320883944630623,Le Petit Sommelier,115,49 avenue du Maine
48.83920384329242_2.320883944630623,Crêperie Josselin,432,"67 rue du Montparnasse, 14e"
48.83920384329242_2.320883944630623,Tonkatsu Tombo,461,14 rue de l'Arrivée
48.83920384329242_2.320883944630623,Le Ciel de Paris,341,33 avenue du Maine
48.83920384329242_2.320883944630623,Des Gâteaux et du Pain,513,"63 boulevard Pasteur, Paris"
48.83920384329242_2.320883944630623,Creperie Manoir Breton,410,18 rue d'Odessa
48.83920384329242_2.320883944630623,Relais de l'Entrecote Montparnasse,682,"101 boulevard du 101, boulevard du Montparnasse"
48.83920384329242_2.320883944630623,Il Barone,765,5 rue Léopold Robert boulevard Montparnasse
48.83920384329242_2.320883944630623,La Rotonde,704,105 boulevard du Montparnasse
48.83920384329242_2.320883944630623,Léon de Bruxelles,582,82 bis boulevard du Montparnasse
48.83920384329242_2.320883944630623,Ker Beer,152,10 rue Vandamme
48.83920384329242_2.320883944630623,Le Smoke,479,29 rue Delambre
48.83920384329242_2.320883944630623,Fondation Cartier pour l'Art Contemporain,834,261 boulevard Raspail 75014
48.83920384329242_2.320883944630623,Le Severo,840,8 rue des Plantes
48.83920384329242_2.320883944630623,Chez Marcel,743,"7 rue Stanislas, 6e"
48.83920384329242_2.320883944630623,Le Maine Café,169,88 avenue du Maine
48.83920384329242_2.320883944630623,Chez Papa,604,6 rue Gassendi
48.83920384329242_2.320883944630623,Le Duc,755,243 boulevard Raspail
48.83920384329242_2.320883944630623,L'Essentiel,941,168 rue d'Alésia
48.83920384329242_2.320883944630623,Thevenin,962,5 rue Notre Dame des Champs
48.83920384329242_2.320883944630623,Les 7 Parnassiens,582,"98 98, boulevard du Montparnasse"
48.83920384329242_2.320883944630623,Charivari,727,143 boulevard Raspail
48.83920384329242_2.320883944630623,Le Dôme,666,"108 boulevard du Montparnasse, 14e"
48.83920384329242_2.320883944630623,La Pâtisserie By Cyril Lignac,917,133 rue de Sèvres
48.83920384329242_2.320883944630623,La Coupole,618,"102 boulevard du Montparnasse, 14e"
48.83920384329242_2.320883944630623,Wadja,790,"10 rue de la Grande Chaumière, 6e"
48.83920384329242_2.320883944630623,Indian House,685,27 rue Gassendi
48.83920384329242_2.320883944630623,Maison Edgar,702,232 boulevard Raspail
48.83920384329242_2.320883944630623,Bouillon Chartier Montparnasse,593,59 boulevard du Montparnasse
48.83920384329242_2.320883944630623,Café Basile,976,2 boulevard Pasteur
48.83920384329242_2.320883944630623,Pizza Roma,77,61 avenue du Maine
48.83920384329242_2.320883944630623,La Maison du Bonheur,934,33 rue des Volontaires
48.83920384329242_2.320883944630623,Cubana Café,700,"47 rue Vavin, 6e"
48.83920384329242_2.320883944630623,Gaumont Parnasse,503,16 rue d'Odessa
48.83920384329242_2.320883944630623,Chat Mallows Café,957,30 rue des Volontaires
48.83920384329242_2.320883944630623,Chez Papa Vavin,878,138 boulevard du Montparnasse
48.83920384329242_2.320883944630623,Café Montparnasse,591,8 place du Dix Huit Juin 1940
48.83920384329242_2.320883944630623,Brioche Dorée,637,150 rue de Rennes
48.83920384329242_2.320883944630623,Le Paris Montparnasse,171,43 avenue du Maine
48.83920384329242_2.320883944630623,L'Atlantique,215,41 avenue du Maine
48.83920384329242_2.320883944630623,Stand,359,9 boulevard Edgar Quinet
48.83920384329242_2.320883944630623,Café la Liberté,355,1 rue de la Gaite
48.83920384329242_2.320883944630623,Café Saint-Placide,958,127 rue de Rennes
48.83920384329242_2.320883944630623,L'After,318,3 rue de la Gaité
48.83920384329242_2.320883944630623,Café Gaité,280,10 rue de la Gaité
48.83920384329242_2.320883944630623,Indiana Club,165,77 avenue du Maine
48.83920384329242_2.320883944630623,Café Pasteur,700,35 boulevard Pasteur
48.83920384329242_2.320883944630623,Café Vavin,884,18 rue Vavin
48.83920384329242_2.320883944630623,Le Lithographe,692,234 boulevard Raspail
48.83920384329242_2.320883944630623,Café Daguerre,999,4 avenue du Général Leclerc rue Daguerre
48.8932644350857_2.4126765131950383,Magasins généraux,305,1 rue de l'Ancien Canal
48.8932644350857_2.4126765131950383,Gallia 1890,433,35 rue Méhul
48.8932644350857_2.4126765131950383,Ciné 104,313,104 avenue Jean Lolive
48.8932644350857_2.4126765131950383,Dock B,273,1 place de la Pointe
48.8932644350857_2.4126765131950383,Le Relais,266,61 rue Victor Hugo
48.8932644350857_2.4126765131950383,Brunello,689,22 /24 quai de l'Aisne
48.8932644350857_2.4126765131950383,Subway,421,91 ter avenue Jean Lolive
48.8932644350857_2.4126765131950383,Le Victor Hugo,78,135 avenue Jean Lolive
48.8932644350857_2.4126765131950383,Gangnam,211,140 avenue Jean Lolive
48.8932644350857_2.4126765131950383,Taj Mahal,224,177 avenue Jean Lolive
48.8932644350857_2.4126765131950383,Djudjura,252,171 avenue Jean Lolive
48.8932644350857_2.4126765131950383,Marabout Africain France,292,8 8 rue Jean Nico
48.8932644350857_2.4126765131950383,Délices de Pantin,301,131 avenue Jean Lolive
48.8932644350857_2.4126765131950383,Big Food 2,307,rue Courtois
48.8932644350857_2.4126765131950383,Le Galanga,417,5 place Cecile Brunschvicg
48.8932644350857_2.4126765131950383,Montys,428,42 rue des Grilles
48.8932644350857_2.4126765131950383,Bar Gallia,445,35 rue Méhul
48.8932644350857_2.4126765131950383,L'atelier au bord de l'O,453,11 mail Hélène Brion
48.8932644350857_2.4126765131950383,Olabar,482,54 rue Jules Auffret
48.8932644350857_2.4126765131950383,MARABOUT pantin et île de france Maitre IDRISSA,489,54 rue Jules Auffret
48.8932644350857_2.4126765131950383,Speed Rabbit Pizza,528,170 avenue Jean Lolive
48.8932644350857_2.4126765131950383,Food Park,539,26-28 quai de l'Aisne
48.8932644350857_2.4126765131950383,Gourmet d'Asie,591,67 avenue Jean Lolive
48.8932644350857_2.4126765131950383,Sand Fabrik,639,45 rue Delizy
48.8932644350857_2.4126765131950383,Fédération Française de Naturisme,641,5 rue Regnault
48.8932644350857_2.4126765131950383,Le Nexus,705,100 avenue du Général Leclerc
48.8932644350857_2.4126765131950383,Scs Pantin Bwana Jones et Cie Paul,762,19 rue du Prè Saint-Gervais
48.8932644350857_2.4126765131950383,Le Saint Claude,764,56 avenue Jean Lolive
48.8932644350857_2.4126765131950383,Théâtre des Loges,834,49 rue des Septs Arpents
48.8932644350857_2.4126765131950383,Ernest & Valentin Pantin,837,37 rue Hoche
48.8932644350857_2.4126765131950383,Ocimum,852,49 avenue Jean Lolive
48.8932644350857_2.4126765131950383,Le Bar Bleu,885,43 avenue Jean Lolive
48.8932644350857_2.4126765131950383,Eau Canal,920,1 avenue Edouard Vaillant
48.8932644350857_2.4126765131950383,Pizza Center Milano,924,37 rue du Pré Saint-Gervais
48.8932644350857_2.4126765131950383,Le Café de la Liberté,982,6 place du Président Salvador Allende
48.8932644350857_2.4126765131950383,Campanile Paris Establissements,725,62-64 avenue Jean-Lolive
48.8932644350857_2.4126765131950383,Pause Cafe,68,149 avenue Jean Lolive
48.8932644350857_2.4126765131950383,Djurdjura,252,171 avenue Jean Lolive
48.8932644350857_2.4126765131950383,Les Makloufines,267,2 rue de la Paix
48.8932644350857_2.4126765131950383,Lyna pizz,317,15 rue Charles Auray
48.8932644350857_2.4126765131950383,Pan Express S.A.R.L.,384,45 rue Victor Hugo
48.8932644350857_2.4126765131950383,Collège Jean Jaurès,498,30 rue Méhul
48.8932644350857_2.4126765131950383,Yumity,582,rue Boïeldieu
48.8932644350857_2.4126765131950383,Laforge Bertrand,585,29 rue Honoré d'Estienne d'Orves
48.8932644350857_2.4126765131950383,Marco Véronique,603,5 mail Claude Berri
48.8932644350857_2.4126765131950383,Pesnot Edmée,621,23 rue Montgolfier
48.8932644350857_2.4126765131950383,La Citerne Bleue,661,63 avenue Jean Lolive
48.8932644350857_2.4126765131950383,Audebert Philippe,830,32 rue Baudin
48.8932644350857_2.4126765131950383,Croquembouche,854,52 rue Hoche
48.8932644350857_2.4126765131950383,H S B,854,49 avenue Jean Lolive
48.893479576183_2.2775253653526,Big Fernand,380,22 bis rue Paul Vaillant Couturier
48.893479576183_2.2775253653526,Le Petit Poucet,552,4 Rond-point Claude Monet
48.893479576183_2.2775253653526,Café la Jatte,621,60 bis boulevard Vital Bouhot
48.893479576183_2.2775253653526,Le Nouveau Paris,783,204 boulevard Bineau
48.893479576183_2.2775253653526,Bistrot du Coin Levallois,860,70 rue du Président Wilson
48.893479576183_2.2775253653526,Laure et Thomas Chartier,797,146 avenue du Président Wilson
48.893479576183_2.2775253653526,La Guinguette de Neuilly,704,12 boulevard Georges Seurat ile de la Jatte
48.893479576183_2.2775253653526,Absolu Café,768,88 avenue du Président-Wilson
48.893479576183_2.2775253653526,La Piazzetta,937,1 place Henri Barbusse
48.893479576183_2.2775253653526,Polpo Brasserie,780,47 quai Charles Pasqua
48.893479576183_2.2775253653526,Le Comptoir du Marché,888,28 rue Carnot
48.893479576183_2.2775253653526,La Maiella,361,54 avenue de Villiers
48.893479576183_2.2775253653526,Bar du Metro,553,10 place du Général Leclerc
48.893479576183_2.2775253653526,Merci Jérôme Levallois,55,5 place de la Libération
48.893479576183_2.2775253653526,La Petite Cantine,179,1 rue de Lille
48.893479576183_2.2775253653526,Bagel et Coffee,185,59 rue de Villiers
48.893479576183_2.2775253653526,Express,701,rue Carnot
48.893479576183_2.2775253653526,IAMM' IA Pizzeria Napoletana,272,19 rue Kléber
48.893479576183_2.2775253653526,Pizza Camilia,287,57 rue Greffulhe
48.893479576183_2.2775253653526,Ciboulette,310,16 rue Marcel Cerdan
48.893479576183_2.2775253653526,Côté Seine,667,5 place Georges Pompidou
48.893479576183_2.2775253653526,Ambiance Dejeuners,387,131 rue Anatole France
48.893479576183_2.2775253653526,Anatole,706,50 rue Anatole France
48.893479576183_2.2775253653526,L'Allumette,466,88 rue Danton
48.893479576183_2.2775253653526,Bar Food 46,500,46 rue de Villiers
48.893479576183_2.2775253653526,Le Relais de la Jatte,544,77 rue Chauveau
48.893479576183_2.2775253653526,Kyuden,583,81 rue Carnot
48.893479576183_2.2775253653526,Le Petit Remy (Le Petit Rémy),591,72 rue Anatole France
48.893479576183_2.2775253653526,Bistro Chez Fabien,638,49 rue Aristide Briand
48.893479576183_2.2775253653526,L'économat,714,44 rue Louis Rouquier
48.893479576183_2.2775253653526,Papa Mia,739,50 rue Louis Rouquier
48.893479576183_2.2775253653526,L'olivier,760,44 rue Anatole France
48.893479576183_2.2775253653526,L'Ariel,768,62 rue Boudin
48.893479576183_2.2775253653526,Le Cosy Levallois,769,90 rue du President Wilson
48.893479576183_2.2775253653526,In Paradiso,791,204 boulevard Bineau
48.893479576183_2.2775253653526,Akina,836,72 rue du Président Wilson
48.893479576183_2.2775253653526,Sushi de la Jatte,872,217 boulevard Bineau
48.893479576183_2.2775253653526,Aux Merveilleux de Fred,874,2 place Henri Barbusse
48.893479576183_2.2775253653526,King Marcel Levallois,880,1 place du Maréchal de Lattre de Tassigny
48.893479576183_2.2775253653526,Cercle 35,895,rue de Chézy
